Gender;Married;Dependents;Self_Employed;ApplicantIncome;CoapplicantIncome;LoanAmount;Loan_Amount_Term;Credit_History;Property_Area;Loan_Status
Male;Yes;0;No;medium_high;medium_high;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;2;No;medium_high;null;medium_high;medium_long_term;1.0;Urban;Y
Female;Yes;1;No;medium_high;medium_high;medium_high;medium_long_term;1.0;Rural;N
Male;Yes;3;No;high;low;medium_high;Nil;1.0;Urban;Y
Male;Yes;0;No;medium_high;null;medium_high;medium_long_term;Nil;Semiurban;Y
Male;Yes;2;No;medium_high;low;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;2;No;high;null;high;medium_long_term;1.0;Semiurban;Y
Male;Yes;0;No;high;null;Nil;medium_long_term;1.0;Rural;Y
Male;Yes;2;No;high;medium_high;high;medium_long_term;1.0;Rural;Y
Female;Yes;1;No;medium_high;null;medium_high;medium_short_term;1.0;Rural;N
Male;No;0;No;medium_high;null;medium_low;medium_long_term;1.0;Urban;Y
Male;Yes;2;Nil;medium_low;medium_high;medium_high;medium_long_term;0.0;Rural;N
Male;Yes;3;No;low;medium_low;medium_high;medium_long_term;0.0;Rural;N
Male;Yes;1;No;high;medium_high;very_high;medium_long_term;1.0;Semiurban;Y
Male;No;0;Yes;high;null;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;1;No;medium_high;null;medium_high;medium_long_term;0.0;Semiurban;N
Male;Yes;0;No;low;medium_low;medium_high;medium_long_term;1.0;Rural;N
Male;Yes;2;No;low;low;medium_high;medium_long_term;0.0;Urban;N
Male;Yes;0;Yes;low;medium_low;medium_low;medium_long_term;1.0;Rural;Y
Male;Yes;0;Yes;high;null;medium_high;long_term;1.0;Rural;Y
Male;Yes;3;No;low;low;medium_low;medium_long_term;1.0;Urban;Y
Male;Yes;Nil;No;medium_low;medium_low;medium_low;medium_long_term;Nil;Urban;Y
Female;Yes;0;No;medium_low;medium_low;medium_high;medium_long_term;1.0;Semiurban;Y
Female;No;0;No;low;low;medium_low;medium_long_term;1.0;Semiurban;Y
Male;Yes;0;No;low;medium_high;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;1;No;medium_high;medium_high;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;1;No;medium_low;low;medium_high;medium_long_term;1.0;Semiurban;Y
Female;No;0;No;medium_high;null;medium_low;medium_long_term;1.0;Urban;Y
Nil;No;1;No;low;medium_high;medium_low;medium_long_term;1.0;Rural;Y
Female;No;0;No;low;null;medium_low;medium_long_term;1.0;Urban;Y
Male;No;0;No;medium_high;medium_low;medium_high;medium_long_term;0.0;Rural;N
Male;Yes;3;Yes;medium_high;null;medium_high;medium_long_term;1.0;Semiurban;Y
Male;No;0;No;medium_high;null;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;0;No;medium_low;medium_high;medium_high;Nil;1.0;Rural;Y
Male;Yes;0;No;medium_low;medium_low;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;low;medium_high;medium_high;short_term;1.0;Semiurban;Y
Male;Yes;0;No;high;medium_low;high;medium_long_term;1.0;Rural;Y
Male;Yes;1;Yes;medium_low;medium_high;high;medium_long_term;1.0;Rural;N
Male;Yes;1;No;medium_low;medium_low;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;low;medium_low;medium_high;medium_long_term;Nil;Urban;Y
Male;Yes;0;No;medium_low;medium_low;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;2;No;medium_low;null;medium_low;long_term;1.0;Urban;Y
Female;No;1;No;medium_high;null;medium_high;medium_long_term;1.0;Rural;Y
Female;No;2;Yes;medium_high;null;medium_high;medium_long_term;0.0;Semiurban;N
Female;No;0;No;low;null;medium_low;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;low;medium_low;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;1;No;medium_low;medium_high;medium_high;medium_long_term;1.0;Rural;Y
Male;No;0;No;low;medium_high;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;3;No;medium_high;null;medium_high;medium_long_term;0.0;Urban;N
Male;No;0;No;high;medium_high;medium_high;medium_long_term;1.0;Semiurban;Y
Nil;No;0;Yes;low;medium_high;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;low;medium_low;low;medium_short_term;1.0;Rural;Y
Female;No;1;No;high;null;medium_low;medium_long_term;1.0;Semiurban;Y
Female;Yes;0;No;low;medium_low;medium_high;medium_long_term;1.0;Urban;Y
Male;No;0;No;low;medium_high;medium_high;medium_long_term;0.0;Urban;N
Female;No;0;No;low;medium_high;medium_high;medium_long_term;0.0;Semiurban;N
Male;Yes;2;No;high;medium_high;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;2;No;low;low;medium_high;medium_long_term;1.0;Semiurban;Y
Male;No;0;No;medium_high;null;medium_low;long_term;1.0;Urban;N
Male;No;0;No;medium_high;null;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;medium_high;medium_low;medium_high;medium_long_term;0.0;Semiurban;N
Male;Yes;0;No;medium_low;low;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;0;Nil;low;medium_low;medium_high;medium_long_term;0.0;Rural;N
Female;No;0;No;low;null;medium_low;medium_long_term;1.0;Semiurban;Y
Nil;Yes;0;No;medium_low;medium_high;medium_high;medium_short_term;0.0;Semiurban;N
Male;Yes;2;Yes;medium_high;medium_low;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;Nil;No;high;null;Nil;medium_long_term;1.0;Urban;Y
Male;Yes;0;Yes;medium_high;null;medium_low;medium_long_term;1.0;Semiurban;Y
Male;No;0;No;medium_low;null;low;medium_short_term;1.0;Rural;Y
Male;Yes;3;No;medium_low;low;medium_high;long_term;0.0;Urban;N
Male;Yes;Nil;No;medium_high;null;medium_low;medium_long_term;1.0;Semiurban;Y
Female;No;1;No;medium_high;null;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;2;No;medium_high;low;medium_high;medium_long_term;1.0;Urban;Y
Female;Yes;1;No;medium_low;medium_low;medium_high;medium_long_term;1.0;Urban;Y
Male;No;0;Nil;low;null;medium_high;medium_long_term;0.0;Rural;N
Female;Yes;0;No;medium_high;null;medium_low;medium_long_term;1.0;Rural;Y
Male;Yes;0;No;medium_low;medium_high;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;medium_low;medium_high;medium_high;medium_long_term;1.0;Rural;Y
Female;No;1;Nil;low;medium_high;medium_low;medium_long_term;Nil;Rural;Y
Male;Yes;3;No;low;medium_high;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;0;No;medium_low;medium_low;medium_high;medium_long_term;1.0;Semiurban;Y
Male;No;0;No;medium_low;low;medium_low;medium_long_term;Nil;Rural;Y
Male;Yes;1;No;high;null;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;2;No;medium_low;low;medium_high;medium_long_term;1.0;Rural;Y
Male;No;Nil;No;medium_low;medium_high;medium_high;medium_long_term;Nil;Semiurban;Y
Female;Yes;1;No;medium_high;medium_low;medium_high;long_term;0.0;Urban;N
Female;No;1;No;medium_high;medium_high;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;2;No;high;low;low;medium_long_term;0.0;Rural;N
Male;No;0;No;medium_low;null;medium_low;medium_long_term;1.0;Rural;Y
Female;Yes;3;No;low;medium_high;medium_low;medium_long_term;1.0;Urban;Y
Female;No;0;Yes;medium_low;medium_high;high;medium_long_term;1.0;Rural;N
Male;No;1;No;high;null;high;medium_long_term;1.0;Semiurban;N
Male;Yes;2;No;medium_high;low;medium_high;medium_long_term;0.0;Semiurban;N
Female;No;0;No;medium_low;null;medium_low;medium_long_term;0.0;Semiurban;N
Male;Yes;3;No;low;medium_low;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;0;Nil;high;null;medium_high;medium_long_term;1.0;Urban;Y
Female;No;0;No;medium_high;null;medium_high;medium_short_term;1.0;Semiurban;N
Male;Yes;3;Nil;medium_low;low;medium_high;medium_long_term;0.0;Semiurban;N
Nil;No;0;No;high;null;medium_high;medium_long_term;1.0;Semiurban;N
Male;No;0;No;low;medium_low;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;0;No;medium_high;null;medium_high;medium_long_term;1.0;Rural;Y
Female;No;0;No;medium_high;null;medium_high;medium_long_term;Nil;Urban;Y
Male;No;0;No;high;null;medium_high;medium_long_term;1.0;Rural;N
Female;Yes;2;No;high;medium_high;very_high;medium_long_term;1.0;Urban;Y
Male;Yes;1;Nil;high;null;high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;low;medium_high;medium_high;medium_long_term;Nil;Rural;Y
Male;No;0;Nil;low;medium_high;medium_high;medium_long_term;1.0;Rural;Y
Male;No;0;No;medium_high;null;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;1;No;high;medium_high;Nil;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;medium_low;medium_low;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;2;No;medium_low;medium_high;medium_high;medium_long_term;1.0;Urban;Y
Male;No;0;No;medium_low;null;medium_low;medium_long_term;1.0;Rural;Y
Female;Yes;0;No;low;medium_low;medium_low;medium_long_term;0.0;Urban;N
Male;Yes;1;Nil;low;medium_high;medium_high;medium_long_term;1.0;Urban;Y
Female;Yes;0;No;low;null;medium_low;long_term;1.0;Semiurban;N
Nil;No;0;No;high;null;medium_high;medium_long_term;1.0;Semiurban;Y
Male;No;0;Nil;medium_low;null;medium_low;medium_long_term;1.0;Rural;Y
Female;Yes;2;No;medium_low;null;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;2;No;medium_high;null;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;1;Yes;high;null;medium_low;medium_long_term;1.0;Urban;Y
Male;Yes;1;Nil;high;null;medium_high;medium_long_term;0.0;Urban;N
Female;No;Nil;Yes;high;null;medium_high;medium_long_term;1.0;Rural;N
Nil;Yes;1;Yes;low;medium_low;medium_low;medium_long_term;1.0;Rural;Y
Male;Yes;0;No;low;low;medium_low;medium_long_term;1.0;Semiurban;Y
Male;No;2;No;low;low;medium_high;medium_long_term;Nil;Semiurban;Y
Male;Yes;2;Yes;high;null;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;2;No;medium_high;null;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;1;No;high;null;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;0;No;medium_low;medium_high;medium_high;medium_long_term;1.0;Semiurban;Y
Male;No;0;No;medium_high;null;medium_high;medium_long_term;1.0;Urban;Y
Female;No;3;No;low;medium_high;medium_high;medium_long_term;0.0;Rural;N
Male;No;Nil;No;low;medium_low;medium_high;medium_short_term;1.0;Urban;Y
Male;Yes;2;No;medium_high;null;medium_high;medium_long_term;1.0;Rural;Y
Female;No;0;No;medium_low;null;medium_high;medium_long_term;1.0;Urban;Y
Female;Yes;0;No;high;low;medium_high;medium_short_term;1.0;Semiurban;Y
Female;Yes;0;No;medium_high;null;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;0;No;low;medium_high;medium_low;medium_long_term;0.0;Urban;N
Nil;No;0;No;medium_high;null;medium_high;medium_long_term;1.0;Rural;Y
Male;No;0;No;medium_low;medium_high;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;1;No;low;medium_low;medium_high;medium_long_term;1.0;Rural;Y
Female;Yes;0;No;low;medium_low;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;3;No;medium_low;null;medium_low;medium_short_term;1.0;Urban;Y
Male;No;1;Nil;high;medium_high;medium_low;medium_long_term;1.0;Semiurban;Y
Male;Yes;0;No;medium_high;null;medium_low;medium_long_term;1.0;Rural;Y
Male;No;0;No;low;medium_high;medium_low;short_term;0.0;Semiurban;N
Male;Yes;1;Nil;low;low;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;2;No;medium_high;low;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;3;Yes;high;medium_low;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;1;No;medium_low;medium_low;medium_high;medium_long_term;Nil;Semiurban;Y
Male;Yes;0;No;medium_high;null;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;3;No;high;null;high;medium_long_term;1.0;Urban;Y
Female;Yes;1;No;medium_low;medium_high;medium_high;medium_long_term;1.0;Urban;Y
Female;Yes;0;No;medium_high;null;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;0;No;low;medium_low;low;medium_long_term;1.0;Semiurban;Y
Male;No;2;No;low;null;low;medium_long_term;1.0;Urban;Y
Female;No;0;No;medium_low;medium_low;medium_high;medium_long_term;Nil;Urban;Y
Male;Yes;0;No;low;medium_low;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;1;Yes;low;medium_high;medium_low;medium_long_term;1.0;Rural;Y
Female;No;0;No;medium_high;medium_low;medium_high;medium_long_term;0.0;Rural;N
Male;Yes;0;Yes;low;medium_high;medium_high;medium_short_term;1.0;Semiurban;Y
Male;No;0;Yes;medium_high;medium_high;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;3;No;medium_low;null;medium_low;medium_short_term;1.0;Rural;Y
Male;Yes;1;No;medium_high;null;medium_low;medium_long_term;1.0;Urban;N
Male;No;0;No;high;null;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;3;No;high;null;high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;medium_low;medium_low;medium_high;medium_long_term;0.0;Rural;N
Male;No;0;No;low;null;medium_low;medium_long_term;1.0;Urban;Y
Male;Yes;2;No;medium_low;medium_low;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;0;Yes;low;low;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;2;No;high;null;high;medium_long_term;1.0;Rural;Y
Male;No;0;No;low;medium_high;medium_high;medium_long_term;Nil;Rural;Y
Male;Yes;0;No;high;low;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;medium_high;medium_high;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;3;No;medium_high;low;medium_high;medium_short_term;0.0;Semiurban;N
Male;Yes;3;No;high;medium_low;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;1;No;medium_low;medium_low;medium_low;medium_long_term;1.0;Urban;Y
Male;No;0;No;low;null;medium_low;medium_long_term;1.0;Urban;Y
Male;Yes;2;No;medium_low;null;medium_low;medium_long_term;Nil;Rural;Y
Male;No;0;No;medium_high;medium_high;medium_high;medium_long_term;1.0;Semiurban;Y
Female;Yes;0;No;high;medium_high;medium_low;medium_long_term;Nil;Urban;Y
Male;Yes;1;No;low;medium_low;medium_low;medium_long_term;1.0;Semiurban;Y
Male;Yes;3;Yes;medium_high;medium_low;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;medium_high;low;medium_high;medium_long_term;1.0;Urban;Y
Male;No;0;No;medium_low;medium_low;medium_high;medium_long_term;Nil;Semiurban;Y
Male;Yes;0;No;medium_high;medium_low;medium_high;medium_long_term;1.0;Rural;Y
Male;No;0;Yes;high;null;medium_low;medium_short_term;1.0;Rural;Y